Initializing...
Place your index finger on the sensor with steady pressure.
13513,30.64,1958
14192,88.37,-1279
15152,62.50,281
16092,63.90,-21
17209,53.72,178
17908,85.71,-417
19765,32.31,1157
20845,55.56,-777
21623,77.22,-303
23421,33.35,1022
24479,56.71,-741
25199,83.33,-338
26199,60.00,280
26916,83.68,-283
27636,83.33,3
30434,21.44,2078
31971,39.04,-1261
32969,60.12,-539
37225,66.67,-98
38982,34.15,857
44755,30.98,180
45733,61.29,-958
46492,79.05,-220
47710,49.26,459
49448,34.52,520
50407,62.57,-779
51487,55.61,120
52505,58.94,-61
55342,21.15,1819
56322,61.16,-1856
57300,61.41,-4
58338,57.75,62
59237,66.74,-140
60276,57.75,140
62254,30.33,939
63351,54.69,-881
64291,63.90,-158
65350,56.66,120
66288,63.90,-120
67207,65.29,-20
67987,76.92,-139
69065,55.66,298
69984,65.36,-160
70764,76.82,-137
72781,29.76,1235
73859,55.66,-938
74898,57.75,-39
75976,55.66,39
76575,100.17,-479
79252,22.41,2078
79932,88.24,-1997
80731,75.19,118
87662,54.60,301
88242,103.45,-519
89440,50.08,618
90479,57.75,-159
92417,30.98,898
93535,53.62,-818
94233,85.96,-421
95351,53.67,420
96231,68.18,-238
97290,56.71,178
97869,103.45,-478
98908,57.75,459
99926,58.94,-21
100765,71.60,-180
101444,88.24,-158
105338,143.54,-262
106397,56.71,640
107357,62.57,-99
109213,32.31,898
109993,76.92,-1077
110873,68.18,100
111431,107.53,-322
113827,25.04,1838
114387,107.14,-1836
116225,32.64,1278
118483,26.58,419
122938,71.51,-1418
123757,73.26,-20
124615,69.85,40
125574,62.63,99
126292,83.45,-239
129168,20.86,2157
129668,120.00,-2376
134543,66.67,400
135602,56.66,159
136460,69.93,-201
138558,28.60,1240
139476,65.36,-1180
140455,61.35,60
142372,31.28,940
142991,96.93,-1299
151562,62.57,340
154418,21.01,1897
155437,58.88,-1837
156236,75.09,-220
156816,103.63,-220
165725,32.29,1279
166384,91.05,-1199
168642,26.57,1599
173696,61.29,-1279
174516,73.26,-160
175092,103.99,-242
176792,35.29,1123
178888,28.63,396
180367,40.57,-617
181186,73.26,-660
183084,31.61,1079
184202,53.67,-780
190216,56.66,-59
191593,43.54,319
192632,57.75,-339
198146,31.95,839
198925,77.02,-1099
200003,55.66,299
200563,107.33,-519
201561,60.06,440
203758,27.31,1198
206275,23.84,320
212847,32.99,-698
220617,23.66,717
222555,30.96,-598
225252,22.25,759
226170,65.36,-1779
227568,42.92,480
228029,130.15,-937
229206,50.98,716
230824,37.08,441
231903,55.61,-539
232962,56.66,-20
233681,83.45,-340
234619,63.97,219
235480,69.77,-78
236478,60.12,138
237377,66.67,-98
238256,68.34,-22
239333,55.66,200
239854,115.16,-557
240993,52.68,618
241991,60.18,-142
243091,54.55,103
243908,73.35,-282
244868,62.50,142
245707,71.60,-122
246565,69.93,20
247544,61.29,121
253318,44.18,379
258631,31.97,519
259570,63.90,-938
261509,30.94,1000
262427,65.36,-1021
263387,62.57,41
264126,81.08,-219
265184,56.71,318
266003,73.26,-239
267083,55.56,261
268002,65.36,-162
268761,78.95,-158
269880,53.62,359
270958,55.66,-41
271897,63.97,-140
272777,68.18,-58
273695,65.36,38
274553,69.85,-59
277470,20.57,2058
279327,32.31,-1060
280305,61.35,-879
281165,69.77,-118
282343,50.93,318
283104,78.84,-417
284121,59.00,256
285061,63.83,-77
286041,61.29,39
286858,73.44,-162
288357,40.00,683
289354,60.18,-503
290135,76.82,-216
290874,81.19,-42
291653,77.12,39
292511,69.85,81
293450,63.97,79
294550,54.55,162
295367,73.35,-282
296407,57.69,222
297347,63.90,-101
298265,65.29,-20
299542,46.99,358
300303,78.84,-516
301161,69.93,97
302160,60.12,140
303219,56.66,61
304158,63.90,-120
305196,57.75,100
305935,81.19,-300
307013,55.66,339
308273,47.62,182
308792,115.61,-741
HR Scaler reset to 1
314205,76.92,261
315343,52.72,358
317301,30.64,820
319919,22.92,660
320498,103.63,-2039
321477,61.35,399
322275,75.19,-180
323314,57.69,242
324274,62.50,-80
325094,73.26,-141
326151,56.71,239
328169,29.73,960
328848,88.37,-1339
329747,66.74,220
330646,66.82,-1
331366,83.22,-177
332623,47.73,536
333563,63.83,-317
334441,68.34,-62
335363,65.15,43
336001,93.90,-282
336839,71.68,198
338977,28.05,1302
339915,63.97,-1201
346807,24.43,1518
347827,58.82,-1436
348726,66.74,-121
349704,61.41,78
350363,90.91,-317
351760,42.95,737
352741,61.16,-416
353420,88.50,-303
354337,65.36,240
356494,27.82,1239
357673,50.89,-978
358234,107.14,-619
360310,28.89,1517
361050,81.19,-1338
362688,36.61,900
363247,107.33,-1080
364286,57.75,480
369281,71.43,-199
370060,77.12,-62
370719,91.05,-119
371399,88.24,21
372297,66.74,219
373216,65.29,20
374276,56.66,140
375053,77.12,-281
375994,63.83,162
376891,66.89,-43
377850,62.50,63
378868,58.94,58
379627,79.05,-259
380647,58.82,261
381527,68.26,-141
382685,51.77,280
385541,21.02,1696
386499,62.57,-1896
387359,69.77,-99
388258,66.74,39
389236,61.41,78
391892,22.58,1680
393352,41.10,-1197
393970,97.09,-842
394630,91.05,41
395710,55.50,422
396488,77.22,-304
397428,63.83,163
398366,63.90,-1
399346,61.29,40
400345,60.06,20
401362,58.94,19
402461,54.64,80
403360,66.74,-199
404439,55.56,181
405358,65.36,-162
406934,38.05,659
407894,62.50,-617
408652,79.16,-202
409552,66.74,141
410432,68.18,-19
411311,68.26,-1
